source_policy,score_panel,dimension,task,null_mse,global_model_mse,task_model_mse,relative_mse_reduction,split_p05,split_p95,fraction_splits_improved
conservative_cohort,without_glm-5.2,autonomy_support,mathdial_standard,0.8894212648876829,0.660288138416804,0.6485642373488264,0.01788948077135157,-0.05063120411191021,0.04725727099321099,0.84
conservative_cohort,without_glm-5.2,autonomy_support,socratic,0.04131944444444444,0.14152625884498496,0.04018920570960437,0.7158287478633288,0.6991341467149434,0.7311886992157407,1.0
conservative_cohort,without_glm-5.2,cognitive_load,ALL_EQUAL_TASK_WEIGHT,0.4288394118161298,0.36237738265744585,0.3544078308974237,0.022021738897713253,-0.012498082827773871,0.048665073765823005,0.87
conservative_cohort,without_glm-5.2,cognitive_load,longtutor,0.5277777777777778,0.40476665116540045,0.38549201084846296,0.04783735476895319,-0.0362219380101241,0.09372249428119997,0.88
conservative_cohort,without_glm-5.2,cognitive_load,mathdial_hard,0.4128612514029182,0.37279983516152604,0.3652883473433616,0.020391066354694166,-0.0540304077282515,0.07880390035547997,0.71
conservative_cohort,without_glm-5.2,cognitive_load,mathdial_standard,0.42306931252826774,0.36227445115523765,0.36446529146980444,-0.006011633311465193,-0.04786031157692481,0.028819710508444698,0.48
conservative_cohort,without_glm-5.2,cognitive_load,socratic,0.3516493055555555,0.3096685931476192,0.30238567392806615,0.023444544847311777,-0.02400930974334887,0.0504319043430928,0.9
conservative_cohort,without_glm-5.2,diagnostic_specificity,ALL_EQUAL_TASK_WEIGHT,0.7232759484877799,0.6954944700575912,0.6738521392801496,0.031235939955639166,-0.009135193758448656,0.059187197494481564,0.88
conservative_cohort,without_glm-5.2,diagnostic_specificity,longtutor,1.1829861111111113,1.0693292929038571,0.9892074845456175,0.07513425102653676,0.010717168642671861,0.11290346277687592,0.97
conservative_cohort,without_glm-5.2,diagnostic_specificity,mathdial_hard,1.0721976711560046,1.040748863539755,1.0756773004641331,-0.03305715907674476,-0.11244344977320848,0.02101301108868099,0.27
conservative_cohort,without_glm-5.2,diagnostic_specificity,mathdial_standard,0.6325380672395596,0.6204421685575273,0.6250620107153718,-0.007499451435400378,-0.052583801977775964,0.02381584372277336,0.47
conservative_cohort,without_glm-5.2,diagnostic_specificity,socratic,0.005381944444444443,0.05145755522922557,0.005461761395475827,0.8933493181216271,0.8830702677851403,0.9062233987018252,1.0
conservative_cohort,without_glm-5.2,elicitation,ALL_EQUAL_TASK_WEIGHT,1.0883647674663302,0.8796909514495763,0.7868717716577335,0.1055893429269438,0.06811035479488753,0.1309514534149291,1.0
conservative_cohort,without_glm-5.2,elicitation,longtutor,1.2550347222222225,0.9695424896916623,0.872673005322666,0.1000940892049469,0.0354899794296403,0.14587917256568503,0.98
conservative_cohort,without_glm-5.2,elicitation,mathdial_hard,1.6053766835016836,1.2500983155768077,1.2121388700301814,0.0307439203917333,-0.053189953667468044,0.0873887251413944,0.77
conservative_cohort,without_glm-5.2,elicitation,mathdial_standard,1.4766414141414144,1.0719662380820492,1.0460875307408692,0.024230255634039747,-0.03279070649303347,0.05425235560610178,0.86
conservative_cohort,without_glm-5.2,elicitation,socratic,0.01640625,0.22715676244778635,0.01658768053721739,0.9268890230836234,0.9226240670442035,0.9304798561004157,1.0
conservative_cohort,without_glm-5.2,epistemic_caution,ALL_EQUAL_TASK_WEIGHT,0.14612990916628976,0.1454206394704442,0.14677085944858234,-0.009199917773787121,-0.04671880946183625,0.023229883215440745,0.35
conservative_cohort,without_glm-5.2,epistemic_caution,longtutor,0.30225694444444445,0.29425424216088925,0.29803620394244096,-0.012529447141757872,-0.09646600886373488,0.03763667401484465,0.46
conservative_cohort,without_glm-5.2,epistemic_caution,mathdial_hard,0.11726641414141416,0.12076081002553243,0.12482545669721432,-0.033410372872787,-0.1336685361499933,0.02322765258495928,0.26
conservative_cohort,without_glm-5.2,epistemic_caution,mathdial_standard,0.16204488919041157,0.15924253171709138,0.16119462792135075,-0.012234467080151998,-0.06361427944224143,0.01660132537664373,0.37
